id,title,profile,failure_reason,detail,created_at,variant_count,caption_excerpt
0e5d2712-d04f-48d0-b5eb-858bd8cf029b,Alle reden über die großen Barrieren aber keiner,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:14:46.554273+00:00,2,"Dein Rollstuhl-Setup macht dich müde? Das muss nicht sein! 😴 Kleine Anpassungen an Sitzhöhe oder Rückenlehne sparen dir Kraft für die Dinge, die dir wirklich wichtig sind. Teile da"
4822291f-34b9-46c4-b55d-b001e87fd7be,Niemand redet darüber aber spontane Trips sind im,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | caption length 322 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:14:58.186955+00:00,2,"Spontane Trips für Rollstuhlfahrer? Eine Farce, keine Freiheit! Während andere einfach losfahren, bedeutet jeder ""spontane"" Trip: Verfügbarkeit, Barrierefreiheit, ob der Aufzug geh"
ea0a426b-d202-4ecc-9306-0e38aa9886bc,Einführung rechtlicher Rahmen - Barrierefreie Mobilität und Rollstuhltransport im europäischen Flug- und Bahnverkehr,standard,standard_length_violation,caption length 349 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:21:15.829009+00:00,3,"Dein Rollstuhl kaputt im Urlaub? Die Haftungsregeln sind eine Frechheit! 😤 Während Bahnunternehmen laut EU-Verordnung voll für Reparatur/Ersatz haften, decken Fluggesellschaften de"
bd169531-c9a7-45a3-812a-8dac7c1285ee,"Gesetzliche Grundlagen medizinische Voraussetzungen - Begleitperson im Nahverkehr mit Merkzeichen B (Freifahrt, Nachweis, aktuelle Regeln)",standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T13:33:52.191866+00:00,3,"Begleitperson fährt gratis? Das wussten viele nicht! Die Freifahrt ist gesetzlich garantiert, selbst wenn die schwerbehinderte Person kein eigenes Beiblatt mit Wertmarke besitzt. S"
af0e6ee9-2fce-442c-9e0c-b15be0afd07b,Gesetzliche normative Grundlagen Barrierefreiheit - Barrierefreie Kreuzfahrten und Bootsreisen,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path,2026-04-02T13:34:04.078024+00:00,1,"Kreuzfahrt mit Rollstuhl: Eine ""barrierefreie"" Kabine ist keine Garantie! 🚢  Wusstest du, dass eine barrierefreie Kabine nicht automatisch Barrierefreiheit auf dem ganzen Schiff od"
b5dc67ca-bf46-4c41-b93f-ab7f4c0355fc,"Mietrechtliche Grundlagen Haustierhaltung - Haustiere und Assistenzhunde im deutschen Recht – Rechte, Training und Vermieterzustimmung",standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T13:34:18.675432+00:00,3,"Dein Haustier darf nicht einfach verboten werden! Kennst du deine Rechte als Mieter? Für Assistenzhunde reicht ein offizieller Lichtbildausweis mit spezifischen Daten zum Hund, ink"
d0eacfc1-e540-4325-828e-65ddb633fe7d,"Rechtliche Rahmenbedingungen finanzielle Förderung KfzHV - Fahrzeuganpassung für Menschen mit Behinderung – Handbedienung, Hebebühnen und Kostenübernahme",standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:34:30.391987+00:00,2,"Fahrzeuganpassung: Leasingfalle! Das wird dir verschwiegen. Leasingfahrzeuge werden nur gefördert, wenn der Vertrag mind. 5 Jahre läuft. Umrüstungskosten sind aber nicht abgedeckt,"
a32c4f81-3221-4954-9381-7a4e69d33c3a,"Grundlagen Schwerbehindertenrechts Ausweisarten - Schwerbehinderung und Merkzeichen (B, G, aG, H, Bl, RF, Gl, TBl) – Mobilität, Gebühren und Nachteilsausgleiche",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:34:42.034092+00:00,1,"Merkzeichen: Viele zahlen ab 2025 mehr. Doch du könntest befreit sein! Inhaber der Merkzeichen H, Bl oder TBl sowie Bezieher bestimmter Sozialleistungen sind von der Eigenbeteiligu"
21633c17-9ffc-4133-b8fa-6e47b3613014,"Medikamentenversorgung Reisen Reisebedarf - Medikamentenversorgung – Wechselwirkungen, Spezialapotheken und Reisebedarf",standard,standard_length_violation,caption length 360 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:35:02.500077+00:00,3,"Medikamente unwirksam? 🥶 Was viele nicht wissen: Deine gekühlten Medikamente verlieren schnell die Wirkung. Einmal versehentlich eingefroren, kann die molekulare Struktur dauerhaft"
b1a05981-9d7d-48e0-8e75-5fb626c2b0cd,Internationale Regularien IATA-Gefahrgutvorschriften - Dossier: Transport von Elektrorollstühlen und deren Akkus im Flugverkehr,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:35:24.687561+00:00,1,"E-Rollstuhl-Akku an Bord? Ohne UN-Test 38.3 geht NIX! Jeder Lithium-Ionen-Akku muss diesen Sicherheitstest bestanden haben, sonst ist der Transport im Flugzeug tabu. 🚫 Kommentiere,"
8821babb-2797-49d3-bee6-ab9ca30dff99,"Definition gesellschaftliche Bedeutung Inklusionstaxis - Behindertengerechte Taxi- und Fahrdienste – Buchung, Kostenerstattung und regionale Unterschiede",standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T13:35:35.704677+00:00,3,"Fahrtkosten für Inklusionstaxis? Viele wissen nicht, dass es hier Tricks gibt! Seit 2021 wurden die steuerlichen Pauschbeträge für behinderungsbedingte Fahrtkosten deutlich vereinf"
55cb0158-f5f5-4e40-afc3-0e2d012ddb5a,"Zuständigkeitssystematik Abgrenzung DRV versus GKV - Rehabilitationsmanagement in Deutschland: Zuständigkeiten, Antragsverfahren, Verlängerungsrichtlinien, Nachsorgekonzepte und Hilfsmittelversorgung",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:35:47.136317+00:00,1,"Reha-Verlängerung ohne Obergrenze? Das wissen die wenigsten! Deine Reha-Verlängerung hängt nur von der individuellen medizinischen Notwendigkeit ab, nicht von starren gesetzlichen "
8a90863b-cbb6-41a0-b7b5-6169b7737511,"Gesetzliche normative Grundlagen - Barrierefreie Gartengestaltung, Wege, Terrassen und Hochbeete",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 322 not in 150-300 char range,2026-04-02T13:35:59.057002+00:00,1,"Gartenwege nur 1,50 Meter breit? 📏 Kaum jemand weiß, welche Norm für private Barrierefreiheit wirklich gilt.  Die DIN 18040-2 regelt barrierefreie Wege und Außenanlagen an Wohngebä"
9f3d5c3f-446a-4335-8ea2-5b20f7135af9,"Juristische Systematische Grundlagen Hilfsmittelversorgung - Wissenschaftliches Forschungsdossier: Hilfsmittelversorgung in der Gesetzlichen Krankenversicherung – Rollstuhl, Sitzsysteme, Wartung und Ersatzbeschaffung",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path,2026-04-02T13:36:10.936704+00:00,1,"Rollstuhl-Versorgung: Wusstest du, dass du Anspruch auf mehr hast? Viele wissen nicht, dass Kassen oft nur Basismodelle zahlen, obwohl individuelle Anpassungen gesetzlich vorgesehe"
e905d0af-b14d-4e50-8741-1e56f654b34f,Rechtlicher Rahmen Verordnungen Wiedereinsatz - Second-Life-Hilfsmittel und Spendenbörsen,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:36:32.14963+00:00,1,Second-Life-Hilfsmittel? Deine Kasse priorisiert sie. Aber die strengen Regeln? 🤫 Kassen nutzen digitale Pools. Wiedereinsatz ist vertraglich oft vorrangig vor einer Neuversorgung 
71bbbdae-e7c4-49ae-a3c6-9def9ed7c629,"Einleitung grundlegender Auftrag Mobilitätsservice-Zentrale - Mobilitätsservice-Zentrale der Deutschen Bahn (MSZ) – Leistungen, Fristen und Abläufe",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:36:42.120551+00:00,1,Mobilitätsservice: Ist das wirklich barrierefrei? Bei kurzfristigen Gleiswechseln oder Verspätungen musst du dich aktiv beim Zugpersonal melden. Hier gibt es noch Optimierungsbedar
218e6c4f-9ec8-4a65-bb6f-02ac5e4e5a00,Barrierefreies Reisen Hilfsangebote - Rechte bei Bahnreisen im europäischen und deutschen Raum,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path,2026-04-02T13:36:53.897707+00:00,1,Barrierefrei reisen? Die Fristen für Bahnhilfe sind überraschend komplex.  Wusstest du: In den Niederlanden musst du Hilfebedarf zwingend 48 Stunden vorab anmelden! Speicher dir da
11e5ba29-e593-4fae-a245-2c2a79b242aa,Einführung rechtlicher Rahmen - Barrierefreie Mobilität und Rollstuhltransport im europäischen Flug- und Bahnverkehr,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 303 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:37:06.995432+00:00,1,"Rollstuhl kaputt im Flugzeug? Wer wirklich haftet, überrascht viele. Wusstest du, dass Eisenbahnunternehmen bei Beschädigung deines Rollstuhls laut EU-Verordnung 2021/782 voll haft"
6b76d899-951c-4822-bfdf-48c7003da493,Rechtliche Rahmenbedingungen EU-Verordnung - Fluggastrechte und barrierefreies Reisen mit dem Rollstuhl,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:37:18.476652+00:00,1,"Fliegen mit Rollstuhl: Dein Recht, das viele nicht kennen. Airlines müssen dir kostenlose Hilfe ab dem Check-in bis zum Sitzplatz anbieten. Speicher das für deine nächste Reise. #F"
a83e219b-0c12-4be9-a13e-1a61bd6316da,"Konzeptionelle Differenzierung Ergotherapie versus Physiotherapie - Ergotherapie und Physiotherapie – Konzepte, Finanzierung und rechtliche Rahmenbedingungen",standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | caption length 356 not in 150-300 char range,2026-04-02T13:37:30.424134+00:00,2,"Physiotherapie oder Ergotherapie? Wenn du betroffen bist, musst du das wissen!  Ergotherapie hilft dir nach Unfällen oder Krankheit, wieder selbstständig alltägliche Dinge wie Wasc"
7c3dd8c8-d117-404a-8be2-858e7c9e6105,"Technologische Assistive Systeme digitale Inklusion - Assistive Technik und digitale Arbeitsplätze im Kontext von Homeoffice, Ergonomie und Barrierefreiheit",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:37:43.733176+00:00,1,"Homeoffice-Rechte: Was ab Juni 2025 auf dich zukommt! Ab Juni 2025 treten neue Regeln in Kraft, die Arbeitnehmer als Verbraucher sehen könnten. Das hat erhebliche Folgen für deine "
f50b922b-7d3e-4fd3-877a-b6f33d9317b0,Rechtliche Grundlagen Beweiskraft Fotografien - Dokumentation und Fotografie als Beweismittel für Hilfsmittel-Anträge und Mangelmeldungen,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 301 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:38:08.848996+00:00,1,"Fotos sind Gold wert! 🤫 Aber nur, wenn du weißt, welche Beweiskraft sie wirklich haben. Für wohnumfeldverbessernde Maßnahmen bei der Pflegekasse sind Vorher-Nachher-Fotos & Skizzen"
410c3e50-7e97-4ea5-a043-fa22521c3df0,"offene Arbeitsmarkt Budget Arbeit - Inklusionsbetriebe vs. offener Arbeitsmarkt: Chancen, Förderprogramme, Erfahrungsberichte",standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-02T13:38:19.521411+00:00,3,"Arbeitsmarkt-Geheimnis gelüftet: Wusstest du, dass Firmen bis zu 75% Lohnkosten erstattet bekommen? Dieser Zuschuss gleicht eine potenzielle Leistungsminderung aus und macht Inklus"
3086b97b-ad3a-4037-8022-47d4b5ab8d54,"Gesetzliche Rahmenbedingungen Pflichten Barrierefreiheit - Dossier: Öffentliche Mobilitätsanbieter – Pflichten zur Barrierefreiheit, Beschwerdewege und Sanktionen",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:38:31.671555+00:00,1,Barrierefreiheit: Was viele nicht wissen! Ab Juni 2025 tickt die Uhr für Verkehrsbetriebe. ⏰ Digitale Dienste und Ticketautomaten müssen dann barrierefrei sein. Bei Verstößen drohe
1e57f040-36c7-4498-bcf2-b3227d0137fc,"Rechtliche Rahmenbedingungen Eigenverantwortung Meldepflichten - Autofahren mit Behinderung – Erwerb, Erhalt und Finanzierung der Fahrerlaubnis",standard,standard_length_violation,caption length 327 not in 150-300 char range,2026-04-02T13:38:42.907482+00:00,3,Autofahren mit Behinderung: Dein Führerschein bleibt gültig – unter einer wichtigen Bedingung.  Hast du bereits einen Führerschein und brauchst ein umgebautes Fahrzeug? Dein ursprü
9ee380ce-45ea-480a-8df4-b6a656950c9a,"Einleitung theoretische Verortung mehrdimensionale Diskriminierung - Sichtbarkeit und Vorbilder – Frauen mit Behinderung im Beruf, Role Models und Öffentlichkeitsarbeit",standard,standard_length_violation,caption length 305 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:38:55.412917+00:00,3,Frauen mit Behinderung: Dein Arbeitsweg ist oft eine doppelte Hürde. 🙁 Du bist von mehrdimensionaler Diskriminierung betroffen: Geschlecht und Behinderung erschweren dir den Zugang
02099ed1-9c5e-4fda-9910-841572af562f,"Ergonomische Arbeitsplatzgestaltung Vorgaben Höhenverstellung - Arbeitsplatzgestaltung, Barrierefreiheit und digitale Assistenzsysteme",standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | caption length 319 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:39:07.231048+00:00,2,"Barrierefreiheit am Arbeitsplatz? Wenige wissen, was wirklich dahintersteckt. Wusstest du, dass für Rollstuhlnutzende eine uneingeschränkte Bewegungsfläche von 150x150 cm das absol"
20e91668-965b-4b74-8960-43d4e7a99466,"Ausgangslage Motivation Weg Selbstständigkeit - Dossier: Selbstständigkeit mit Behinderung – Geschäftsmodelle, Fördermittel und Netzwerkaufbau",standard,standard_length_violation,caption length 332 not in 150-300 char range,2026-04-02T13:39:18.195977+00:00,3,"Selbstständigkeit – dein Weg zur Unabhängigkeit? Wenn du ALG I beziehst, gibt es eine wichtige Frist für dich.  Du musst noch mindestens 150 Tage Anspruch auf Arbeitslosengeld I ha"
bd31334a-4216-4548-8ade-e36f64932eb6,"Definitionen rechtliche Grundlagen DIN 18040-2 - Wohnraumsuche, rollstuhlgerechte Wohnungen, Beratung und Immobilienportale",standard,standard_length_violation,caption length 366 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:39:27.660497+00:00,3,"Barrierefrei? Ein leeres Versprechen! Viele ""behindertenfreundliche"" Wohnungen sind eine Mogelpackung. Bezeichnungen wie ""seniorengerecht"" sind rechtlich unbestimmt und garantieren"
ab91c0e4-24bc-4a33-83a3-9dbb7bc49912,"inklusive Wahlrecht Deutschland - Barrierefrei ins Wahlrecht – Wahllokal-Zugang, Briefwahl und Hilfspersonenregelungen",standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:39:39.156202+00:00,2,"Dein Wahlrecht ist sicher. Doch was tun, wenn dein Wahllokal nicht barrierefrei ist? Keine Sorge: Du kannst einen Wahlschein beantragen und in einem anderen, zugänglichen Wahlraum "
f08b08d8-c410-4d3a-aa31-10f4dffb4c30,Sozialverbände als rechtliche politische Akteure Fokus VdK SoVD,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:40:01.52624+00:00,1,GdB Änderungen ab 2026: Das betrifft DICH direkt! Ab 2026 bergen Neuregelungen zur Feststellung des GdB erhebliche Risiken. Achtung bei Änderungsanträgen – Herabstufung droht! Teil
41c564da-6bb2-4239-93de-9ed8083ca617,Urbane Infrastruktur europäischen Vergleich - Urbane Barrierefreiheit und Städtereisen mit dem Rollstuhl,standard,standard_length_violation,caption length 337 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:40:14.57827+00:00,3,"Bordsteinkanten: Rollstuhlfahrer wollen keine, Blinde brauchen sie. Wer entscheidet? 🤯 Die Gestaltung von Bordsteinkanten ist ein Dilemma: Rollstühle brauchen Nullabsenkungen, Blin"
a9d38159-a8f4-4620-85ad-c9e5894757ec,Hintergrund rechtliche Einordnung - Barrierefreiheits-Stärkungsgesetz (BFSG) und digitale Barrierefreiheit ab 2025,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | caption length 326 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:40:26.178493+00:00,2,"Barrierefreiheit: Ausreden waren gestern! Ab Juni 2025 gibt es kein ""Geht nicht"" mehr. Selbst Kleinstunternehmen sind für Produkte nicht von der Barrierefreiheit befreit. Das BFSG "
19720671-da93-48be-bae1-15a835727d1d,"Historischer Kontext Definitionen - Sexualität, Beziehung und Behinderung – Beratung, Barrieren und Privatsphäre",standard,standard_length_violation,caption length 304 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:40:36.349286+00:00,3,"Privatsphäre? Fehlanzeige! Wenn Pflege mehr kontrolliert als hilft. Aktive Sexualbegleitung ist in Deutschland legal, aber Pflegepersonal ist von dieser Unterstützung strikt ausges"
89841911-be3a-412b-9326-dc35c952ed8c,"Grundlagen Klassifikation Rollstuhlsystemen - Research Dossier: Auswahl, Anpassung und Beantragung von Aktiv-, Elektro- und Hybridrollstühlen",standard,standard_length_violation,caption length 342 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:40:47.922478+00:00,3,Dein Rollstuhl ist mehr als ein Hilfsmittel: Er ist deine Freiheit. Passt er wirklich zu DIR? Ohne mehrstündige Probefahrten und individuelle ergonomische Anpassungen riskierst du 
6e731d12-b5fb-45c6-b7ec-d6368496175f,Was meinen Alltag mit dem Rolli wirklich leichter,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 319 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-02T13:42:54.785946+00:00,1,"Dein Rolli-Alltag könnte viel einfacher sein – mit einem Trick, den kaum jemand kennt. Es ist der feste Griff für die Bremse, der den Unterschied macht. So wird das Handling deines"
397cd484-5053-430d-9004-31464f95c6c6,Fast alle denken spontan sein heisst einfach loszufahren,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path,2026-04-02T13:43:06.916976+00:00,1,"Was ist das Geheimnis wahrer Spontanität? 🤔 Es ist nicht einfach loszufahren.  Viele glauben, spontan sein heisst nur Koffer packen. Doch wahre Freiheit braucht einen smarten Plan."
edc6a215-69ea-4975-9d70-220315c09655,Niemand redet darüber aber die besten Tipps für,standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:43:19.380679+00:00,2,Dein barrierefreier Urlaub? So findest du wirklich die besten Infos! Vergiss Reiseführer:innen! Für wirklich gute Tipps zu Unterkünften und Aktivitäten fragst du am besten direkt a
ad37c79d-21ae-4848-89e9-7dc987f75c61,Niemand redet darüber aber Barrierefreiheit im ÖPNV bedeutet,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-02T13:43:31.016493+00:00,1,"Barrierefreiheit im ÖPNV: Was dir niemand verrät und dein Alltag ändert. Es bedeutet, dass 10% der Bevölkerung regelmäßig vor unüberwindbaren Hürden stehen, die einfach ignoriert w"
e5402d47-be24-437b-8262-d56cc1720177,Einleitung Problemstellung Toilette als Lagerraum - Zweckentfremdung barrierefreier Toiletten als Abstellräume (Stand: April 2026),standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | caption length 308 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-03T08:43:08.945383+00:00,2,"Barrierefreie Toilette blockiert? Was viele nicht wissen, ist der wahre Grund dafür. Kommunen und Betreiber tolerieren den Missbrauch oft aus Platzmangel oder Kostengründen. Das is"
7cea275b-5fb8-4309-8bdf-99bbc825cbdc,Grundlagen rechtlicher Anspruch - Unentgeltliche Beförderung und Wertmarke im ÖPNV für Menschen mit Schwerbehinderung,standard,standard_length_violation,caption length 314 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-03T08:43:19.505357+00:00,3,"Wertmarke ÖPNV: Eine staatliche Leistung, die oft nicht reicht. Ist das fair? Man erwartet die Befreiung, doch die Verwaltung macht einen Strich durch die Rechnung. Nicht jede Unte"
87c94f21-cbfe-4d65-8a3a-f67ded446eaa,"Expertenstandard Dekubitusprophylaxe Aktuelle Entwicklungen Stand - Dossier: Dekubitus-Prävention, Sitzsysteme, Pflegeroutinen und rechtssichere Dokumentation",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 304 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-03T11:32:22.661278+00:00,1,"Dekubitus Dokumentation: Was viele nicht wissen, aber juristisch entscheidet. 🤫 Obwohl ein Dekubitus nicht mehr immer als voll beherrschbares Risiko gilt, kippt die Beweislast bei "
96542aca-74f0-412e-9b51-e6212790abe5,"Grundrechtliche menschenrechtliche Rahmenbedingungen - Sexualität, Beziehung und Behinderung (Stand: April 2026)",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 306 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-03T11:32:33.964824+00:00,1,Dein Recht auf Sexualität: Was viele nicht wissen und Einrichtungen oft ignorieren. Aktive Sexualbegleitung gilt juristisch schnell als Prostitutionsgewerbe. Eine grosse Hürde für 
35a9bcb1-196a-4173-975d-0689fde20fc9,Niemand redet darüber aber mentale Erschöpfung ist ein,standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-03T11:34:11.658462+00:00,3,Fühlst du dich oft mental erschöpft im Rollstuhl-Alltag? Du bist nicht allein! Jede akribische Planung kann durch eine unerwartete Barriere in Frust umschlagen. Dieses ständige Abw
2522d9b5-d12b-4473-a398-612e76e690c1,Auf dem Papier hast du das Recht In,standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-03T11:34:23.521114+00:00,3,"Was viele nicht wissen: Dein Recht auf Mitnahme im ÖPNV existiert oft nur auf dem Papier. Du planst genau, doch oft fährt der Bus ohne Rampe einfach vorbei. Dein Recht auf Mitnahme"
4cc7ea48-6c3a-41c1-943b-9d7a5664f369,"Sozialrechtliche Grundlagen Kostenerstattung Urlaubsassistenz - Reisen mit Assistenz – Vertragsgestaltung, Logistik und Kostenerstattung",standard,incomplete_variant_bundle,only 2 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-03T11:39:28.562735+00:00,2,"Reisen mit Assistenz: Österreich macht's vor – warum nicht Deutschland? 😤 Während Burgenland Angehörigen als Assistenten Mindestlohn & Urlaub garantiert, geht das hierzulande nicht"
61880324-9fe0-4220-956b-83db85a379ce,"Einleitung Relevanz barrierefreien Fahrradmobilität - Rollstuhl und Fahrradtouren – Handbike, Tandem und Anhängerlösungen",standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 332 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-03T11:39:39.214747+00:00,1,"Rollstuhl & Fahrradtouren: Eine smarte Lösung, die viele nicht kennen! Moderne Rollstuhltransporträder ermöglichen den Transport, indem der Passagier im eigenen Rollstuhl sitzen bl"
5e522063-cdb8-40ed-9b41-56860cd2d258,Einführung rechtliches Fundament - Research Dossier: Verbraucherrechte im E-Commerce und Bankwesen unter dem Blick von Menschen mit Behinderung (Stand: April 2026),standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-03T11:47:07.130112+00:00,1,Online-Barrierefreiheit: Was viele Händler nicht wussten! Für Online-Shops gab es keine Karenzzeit; Webseiten und Buchungsplattformen mussten pünktlich Juni 2025 barrierefrei sein.
e2c77258-cbaa-4648-b254-c41fbbb51094,Einführung Systematik außergewöhnlichen Belastungen - Steuerliche Vorteile bei Behinderung und Pflege (Stand: April 2026),standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-03T11:47:18.859508+00:00,1,Steuer-Geheimnis gelüftet: So einfach sparst du hunderte Euro! Ab 2026 werden GdB-Daten automatisch ans Finanzamt übermittelt. Kein nerviger Papierkram mehr für dich! Speicher dies
79779c45-9a5b-4095-b6a1-d62afef09529,Vertikale Barrieren Strategien hohe Supermarktregale - Supermarkt-Hacks und Barrierefreiheit für Rollstuhlnutzende (Stand: April 2026),standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | caption length 308 not in 150-300 char range | missing the expected hook/body/cta/hash block separation,2026-04-03T12:35:39.1849+00:00,1,"Was Supermärkte verschweigen: Rollstuhlfahrer erreichen jetzt jedes Regal! 🤩 Dein Sitz liftet um bis zu 30 cm. So bist du auf Augenhöhe (ca. 1,75m) und greifst selbst nach Waren ga"
c8033aa5-a046-4590-8568-b5e5f640b622,demografische Ausgangslage Versorgungslücke - Nachbarschaft & Gemeinschaft Einfluss barrierefreier Quartiere auf die Lebensqualität,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-03T12:35:50.926532+00:00,1,"Barrierefrei wohnen: Die Wahrheit über fehlende Wohnungen schockiert. Bis 2035 fehlen 3,7 Mio. barrierefreie Wohnungen. Du konkurrierst dabei direkt mit allen um diesen knappen Rau"
60fd9f24-b673-42d7-a11c-8f947dd5b2b9,"Exoskelette Technologien Einsatzgebiete Marktrealität - Research Dossier: Assistenzroboter & Exoskelette Einsatzgebiete, Finanzierung und Grenzen (Stand: April 2026)",standard,standard_block_structure_violation,missing the expected hook/body/cta/hash block separation,2026-04-03T12:36:02.780094+00:00,3,"Exoskelette: Was dir niemand über die Finanzierung 2026 erzählt. 🤔 Studien belegen den Nutzen, doch die flächendeckende Finanzierung durch Krankenkassen ist 2026 immer noch eine Hü"
c92bd3ba-5433-4663-8aed-bcf5b998942c,Gesetzliche Rahmenbedingungen normative Vorgaben - Dossier Rohforschung: Barrierefreiheit im ÖPNV-Alltag,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-03T12:53:29.961946+00:00,1,Barrierefreiheit im ÖPNV: Was du über die unsichtbaren Hürden wissen musst! Trotz absenkbaren Bussen scheitert die selbstbestimmte Nutzung oft an defekten Aufzügen oder fehlenden P
58810502-8a49-415e-afc2-688401110440,Grundlagen rechtlicher Anspruch - Unentgeltliche Beförderung und Wertmarke im ÖPNV für Menschen mit Schwerbehinderung,standard,incomplete_variant_bundle,only 1 variant(s) stored; expected 3 for the standard path | missing the expected hook/body/cta/hash block separation,2026-04-03T12:53:41.759901+00:00,1,Freifahrt ÖPNV: Kennst du schon die neuen Regeln für die Wertmarke ab 2025? 🤔 Ab Januar 2025 kostet die Jahres-Wertmarke 104€ statt 91€. Aber es gibt eine wichtige Übergangsregel! 
