table,row_id,post_type,target_length_tier,word_count,min_words,max_words,estimated_duration_s,status,has_video,video_status,duration_contract_status,audit_status,script_preview
posts,ee83c841-7439-457e-9480-96b598af090a,value,16,31,26,36,12,valid,False,pending,,,"Dein ""barrierefreies"" WC? Oft passt nur der Rollstuhl rein, aber sonst nichts. Seit 2025 gilt zwar die novellierte DIN 18040, doch das Dilemma, dass du dich selbst umsetzen musst, "
posts,299d476d-b79a-4f97-965c-ffd3614491dc,value,32,54,54,74,21,valid,False,pending,,,Und du kommst trotzdem nicht in den Bus. Eigentlich sollte der ÖPNV laut Personenbeförderungsgesetz PBefG seit 2022 vollständig barrierefrei sein. Doch Stand April 2026 stagnieren 
posts,fe6c1737-26e8-4eab-afa9-250c9409da47,value,32,54,54,74,21,valid,False,pending,,,Und du kommst trotzdem nicht in den Bus. Eigentlich sollte der ÖPNV laut Personenbeförderungsgesetz PBefG seit 2022 vollständig barrierefrei sein. Doch Stand April 2026 stagnieren 
posts,99486636-2fcd-4c31-aa53-7721dab12240,value,32,54,54,74,21,valid,False,pending,,,Und du kommst trotzdem nicht in den Bus. Eigentlich sollte der ÖPNV laut Personenbeförderungsgesetz PBefG seit 2022 vollständig barrierefrei sein. Doch Stand April 2026 stagnieren 
posts,4073002b-b59f-4c45-97d3-2cc2fc5fecd3,value,32,54,54,74,21,valid,False,pending,,,Und du kommst trotzdem nicht in den Bus. Eigentlich sollte der ÖPNV laut Personenbeförderungsgesetz PBefG seit 2022 vollständig barrierefrei sein. Doch Stand April 2026 stagnieren 
posts,b6ae522e-169d-4e16-aaa4-9a9b20d52241,value,32,54,54,74,21,valid,False,pending,,,"Deine Selbstbestimmung beim Pflegedienst? Persönliche Assistenz im Arbeitgebermodell verspricht maximale Freiheit, macht dich aber auch zum Arbeitgeber. Lohnabrechnung und Arbeitsr"
posts,3a6bc97d-93a4-4500-a433-96e4f35ec9da,value,32,60,54,74,23,valid,False,pending,,,"Fast alle denken, der Schwerbehindertenantrag ist schnell erledigt – stimmt aber nicht. Statt weniger Wochen wartest du oft drei bis sechs Monate, in Extremfällen sogar über ein Ja"
posts,3a33a3f8-aa6c-4e78-9306-2f0417df4660,value,32,60,54,74,23,valid,False,pending,,,"Fast alle denken, der Schwerbehindertenantrag ist schnell erledigt – stimmt aber nicht. Statt weniger Wochen wartest du oft drei bis sechs Monate, in Extremfällen sogar über ein Ja"
posts,c7c02f3a-5cc8-4d9d-9b38-5f5181ba4545,value,16,34,26,36,13,valid,True,caption_completed,,,"Das sagt dir kaum jemand: Deine Begleitperson fährt im Nahverkehr immer kostenlos mit dir! Das ist gesetzlich garantiert, auch wenn du keine Wertmarke besitzt. Dein gültiger Schwer"
posts,e42a8e82-5723-46d0-8670-e604e419a3e1,value,32,55,54,74,21,valid,False,pending,,,Deine Krankenkasse zahlt nicht. Das kann schon bei einem ungesicherten Rollstuhl oder fehlender Akku Pflege passieren. Stand 2026 fordern Kassen oft Regress für solche Schäden. Fäh
posts,af613cf9-d3f4-487a-8ea4-5cfa3512e952,value,32,56,54,74,22,valid,False,pending,,,"Du willst die volle Kfz Steuerbefreiung? Stand 2026 gibt es die hundertprozentige Befreiung ausschließlich, wenn du aG, Bl oder H im Schwerbehindertenausweis hast. Hast du nur G od"
posts,3187d709-3d87-419f-88f0-f77dca22e3f5,value,32,55,54,74,21,valid,False,pending,,,"Auf dem Papier hast du das Recht. In der Realitaet? Ab Juni 2025 gibt es erhebliche rechtliche Implikationen für Arbeitgeber, denn Arbeitnehmer könnten als Verbraucher gelten. Nach"
posts,6b76d899-951c-4822-bfdf-48c7003da493,value,8,14,14,18,5,valid,False,pending,,,Auf dem Papier darf dich keine Airline ablehnen – außer der Rollstuhl passt nicht rein.
posts,a32c4f81-3221-4954-9381-7a4e69d33c3a,value,8,14,14,18,5,valid,False,pending,,,"Deine ÖPNV-Wertmarke kostet ab 2025 stolze 104 Euro, Grundlagen des Schwerbehindertenrechts und der Ausweisarten."
posts,13a11bba-d65c-41f6-b40f-5ff112c774ac,value,16,28,26,36,11,valid,False,pending,,,"Rampe top, Schalter flop? Trotz Barrierefreiheitsstärkungsgesetz seit 2025 bleiben physische Barrieren. Die Diskrepanz zwischen gut gemeinter, aber unzureichend umgesetzter Barrier"
posts,30afd9ff-0c44-4893-8a42-267f2478eb29,value,32,60,54,74,23,valid,False,pending,,,"Fast alle denken, der Schwerbehindertenantrag ist schnell erledigt – stimmt aber nicht. Statt weniger Wochen wartest du oft drei bis sechs Monate, in Extremfällen sogar über ein Ja"
posts,9fcbf88f-516a-4a67-809f-c460725c89ea,value,8,16,14,18,6,valid,False,pending,,,"Fast alle denken, die Krankenkasse zahlt immer, aber bei grober Fahrlässigkeit verlierst du 2026 den Schutz."
posts,41e257f5-1c2d-4930-998c-13434eb7ad92,value,32,56,54,74,22,valid,False,pending,,,"Dein Geld ist gut genug, aber die passende barrierefreie Reise? in willst du einfach unbeschwert Deutschland erkunden. Dabei steckt hier ein enormes ökonomisches Potenzial: Rund 10"
posts,ab67ca41-0846-44bc-9eeb-844610bf9f10,value,32,54,54,74,21,valid,True,failed,,,"Seniorengerecht klingt gut, aber ist rechtlich wertlos! Viele Begriffe auf Immobilienportalen wie ""behindertenfreundlich"" sind ungeschützt und garantieren keine echte Barrierefreih"
posts,4fc41de4-7202-4da8-9c57-cfccac047fa8,value,8,16,14,18,6,valid,False,pending,,,"Du suchst erste rechtliche Orientierung bei Barrieren, doch deine wichtigste Beratung darf dich dabei nicht vertreten."
posts,87c94f21-cbfe-4d65-8a3a-f67ded446eaa,value,32,59,54,74,23,valid,False,pending,,,"Wenn deine Dekubitus Dokumentation Fehler hat, kippt juristisch die Beweislast. Das ist wichtig, obwohl seit 2025 ein Dekubitus nicht mehr immer als voll beherrschbares Risiko gilt"
posts,e39ef15b-e90a-4390-bdd2-a88a73a88862,value,16,35,26,36,13,valid,False,pending,,,"Als Rollstuhlnutzer kennst du das Gefühl: Dein Supermarkt ist ein Labyrinth aus Barrieren. Trotz Barrierefreiheitsstärkungsgesetz seit 2025 bleiben Gänge eng, Regale hoch und Pfand"
posts,c04e83f4-204e-472e-9674-04097bca88d2,value,32,54,54,74,21,valid,False,pending,,,Dieser Fehler kostet dich beim Fliegen Zeit und Nerven: deine Elektrorollstuhl-Akkus. Sie gelten als Gefahrgut und unterliegen strengen internationalen IATA-Vorschriften. Dein Lith
posts,22117f3d-bf61-4cca-9420-298a0eafb773,value,32,54,54,74,21,valid,False,pending,,,"Bis zu 13.000 Euro? So viel kostet deine Freiheit auf zwei Rädern! Viele denken, Radtouren sind für Rollstuhlnutzer:innen ein unerfüllbarer Traum. Der Markt bietet maßgeschneiderte"
posts,8753124d-b383-4b20-92bf-17862aef9be0,value,32,55,54,74,21,valid,False,pending,,,Deine Jobsuche auf dem offenen Arbeitsmarkt? Das ist kein Glücksspiel! Arbeitgeber bekommen nämlich einen Lohnkostenzuschuss von bis zu 75 Prozent deines Gehalts. Dieser gleicht mö
posts,a59a0392-8145-4e84-ba6b-377a82aa253d,value,8,15,14,18,6,valid,False,pending,,,"Fast alle denken, Vermieter dürfen Haustiere einfach verbieten – stimmt aber nicht, Mietrechtliche Grundlagen der Haustierhaltung."
posts,18cc8fa3-74ba-4a4a-aa80-bd6456061b48,value,16,30,26,36,12,valid,False,pending,,,Als Rollstuhlnutzerin kennst du das: Handy und Schlüssel fallen ständig runter. Spezielle Antirutschmaterialien wie Dycem als Rollenware sichern deine Sachen fest und lassen sich i
posts,71bbbdae-e7c4-49ae-a3c6-9def9ed7c629,value,8,12,14,18,5,needs_repair,False,pending,needs_repair,,"Nur mit MSZ-Anmeldung bis 20 Uhr am Vortag, Dein Recht auf Mitfahrt."
posts,ca3f9774-e229-4686-85de-5d3652b103e8,value,8,13,14,18,5,needs_repair,False,pending,needs_repair,,"Deine Krankenkasse will Second-Life-Hilfsmittel priorisieren, aber die rechtliche Aufbereitung ist hochkomplex, Die Verwertung ""…."
posts,0b6e3264-685c-4390-a67d-7dbbab9f9772,value,8,13,14,18,5,needs_repair,False,pending,needs_repair,,"Deine Gartenwege sollen 1,50 Meter breit sein – die Realität spricht oft anders."
posts,e36c4197-3c44-4961-a9b3-b90849a7de8c,value,32,60,54,74,23,valid,False,pending,,,"Fast alle denken, der Schwerbehindertenantrag ist schnell erledigt – stimmt aber nicht. Statt weniger Wochen wartest du oft drei bis sechs Monate, in Extremfällen sogar über ein Ja"
posts,cdb8516c-d86b-4510-86bb-83c61cc00da4,value,32,63,54,74,24,valid,False,pending,,,Dein GdB? Ab 2026 drohen dir Herabstufungen bei Änderungsanträgen. Diese Neuregelungen bergen erhebliche rechtliche und finanzielle Risiken. Sozialverbände wie VdK und SoVD sind sp
posts,1ad63f74-6403-47f4-9c5c-a2c44d2426bf,value,32,59,54,74,23,valid,False,pending,,,Dein Wahlrecht auf dem Papier ist glasklar – aber im Wahllokal erlebst du oft andere Realitäten. Seit Juli 2019 ist es ein Recht für Zehntausende unter Vollbetreuung. Trotzdem sind
posts,1921428a-2db0-434f-a7c2-922ddd118143,value,8,14,14,18,5,valid,False,pending,,,"Wenn DRV und GKV streiten, geht dein Antrag weiter, Wartezeit Reha, DRV versus GKV."
posts,212f853c-6fac-4299-a209-048acf84d7d1,value,16,34,26,36,13,valid,True,caption_completed,,,"Das sagt dir kaum jemand: Deine Begleitperson fährt im Nahverkehr immer kostenlos mit dir! Das ist gesetzlich garantiert, auch wenn du keine Wertmarke besitzt. Dein gültiger Schwer"
posts,927c9bd2-e204-44a2-ab4a-7c3b8f3654ad,value,16,30,26,36,12,valid,False,pending,,,"Wenn dein Gesicht plötzlich fahl wirkt oder bläuliche Augenringe zeigt, ignoriere das nicht. Ein plötzlicher Verlust der Gesichtsfarbe kann einen Kollaps ankündigen oder auf Herzle"
posts,155d87d8-e8e7-4d42-b8b3-a0ffd6881304,value,32,58,54,74,22,valid,True,caption_completed,,,"Audio: Recorded with a modern smartphone microphone in a quiet indoor room. The voice is clear, natural, and close to the microphone. No music and no background voices. Subtle natu"
posts,1ce4abaf-d986-4433-8138-8dfa6d007c7d,value,8,15,14,18,6,valid,False,pending,,,"Als Rollstuhlnutzer kennst du das Gefühl der Bevormundung, denn ungefragtes Eingreifen untergräbt die Selbstständigkeit sofort."
posts,235e5a2a-01e9-4e6c-82e3-7167a483247f,value,8,16,14,18,6,valid,False,pending,,,"Fast alle denken, Energie ist unendlich, aber deine Löffel sind es im Rollstuhl Alltag schlichtweg nicht."
posts,b4bc46e0-16ef-456d-8566-df1d86f2adf2,value,8,15,14,18,6,valid,False,pending,,,"Dein Smartphone kann Stufen und Rampen direkt vor dir erkennen, Die größte Lüge über Barrieren."
posts,769057b1-96c8-4fda-9160-a0f8520678d4,value,8,16,14,18,6,valid,False,pending,,,"Als Rollstuhlnutzer kennst du das Gefühl, wenn ein verlorener Schlüssel deine Autonomie im Alltag direkt ausbremst."
posts,73f76462-7edb-4f23-b854-a0602c9fecfe,value,16,17,26,36,7,needs_repair,False,pending,needs_repair,,"Kennst du 3 Schritte, damit Warum barrierefrei im Alltag klappt, ohne Stress, und du dich sicherer fuehlst?"
posts,1715c5b3-dd14-44ee-9d82-3adb82dcb66e,value,16,15,26,36,6,needs_repair,False,pending,needs_repair,,Beim Jobwechsel aus der Werkstatt in den offenen Arbeitsmarkt riskierst du 2026 deine sichere Rente.
posts,56ad72e2-10d3-49ad-b0b9-133bdcece07e,value,8,16,14,18,6,valid,False,pending,,,"Auf dem Papier hast du das Recht, doch Drehkreuze als alleiniger Gebäudezugang sind seit 2025 unzulässig."
posts,3fe1eb63-853d-4f07-963a-480b75cb40b2,value,8,14,14,18,5,valid,False,pending,,,"Fast alle denken, Barrierefreiheit siehst du, doch wichtige Infos müssen mindestens zwei Sinne erreichen."
posts,f6a7d76f-fee5-498f-8b3e-e92c21ea086c,value,8,16,14,18,6,valid,False,pending,,,"Niemand redet darüber, aber die digitale Arztsuche ignoriert seit 2025 geltende Regeln für Navigation oder Kontraste."
posts,51a439c9-0aff-4f75-87bb-4718353a691a,value,8,16,14,18,6,valid,False,pending,,,"Hört auf zu behaupten, dass Barrierefreiheit einfach ist, 2026 fehlen dir noch immer klare finanzielle Rahmenbedingungen."
posts,bbd44f32-17e2-4daa-85e7-26103ce39c27,value,8,18,14,18,7,valid,False,pending,,,"Du kennst das Gefühl, wenn Dinge unerreichbar sind, Eine Listun…, Grundlagen und Definition, Greifzangen, Transferbretter, Stehrahmen, smarte Assistenzgeräte."
posts,17504d55-ad96-49ce-9a45-838886418570,value,8,15,14,18,6,valid,False,pending,,,"Die digitale Treppe ist schlimmer als keine: Online Shops tricksen, riskieren jetzt hohe Strafen 2026."
posts,4b5c0370-8887-48ae-8072-c7a57fb07aa6,value,8,12,14,18,5,needs_repair,False,pending,needs_repair,,"Als Frau mit Behinderung bist du am Arbeitsmarkt systemisch benachteiligt, Obwo…, De…."
posts,98bf819d-8ac3-47df-904a-b806042dc1a3,value,16,34,26,36,13,valid,False,pending,,,"Niemand redet darüber, aber deine Warmwasser Zirkulationspumpe verschlingt bis zu 900 Euro jährlich. Ihr permanenter Betrieb durch den Leitungs Umweg verursacht enorme Wärmeverlust"
posts,073b2291-6cd0-4e72-ab54-ef60362d8ae5,value,8,16,14,18,6,valid,False,pending,,,"Alle reden über perfekte Spracherkennung, aber deine Stimme zeigt die Schwäche der aktuellen Deep Learning Modelle."
posts,c1596c78-377a-465f-8658-85220dd0ca87,value,8,17,14,18,7,valid,False,pending,,,"Die größte Lüge über Tür Hacks: nicht alle Tricks sind sicher, das kann 2026 echt gefährlich werden."
posts,e03e7592-e269-4cd5-9935-e99cd54c1b1a,value,8,14,14,18,5,valid,False,pending,,,Dieser eine Fehler am Bordstein kostet dich Instabilität und riskiert fast immer einen Sturz.
posts,d3eb2303-a891-40c7-8e59-f7779aaf3deb,value,16,15,26,36,6,needs_repair,False,pending,needs_repair,,"Licht, Türen und mehr in deinem Zuhause per Sprachbefehl steuern schenkt dir 2026 neue Unabhängigkeit."
posts,b665f5d2-6850-4acc-8193-cf27a615ce8e,value,16,36,26,36,14,valid,False,pending,,,"Fast alle denken, der Wheelie ist Goldstandard bei Bordsteinen, stimmt aber nicht. Mit dem 3 Sekunden Hack externer Hebeltechnik an Pollern brauchst du weniger Balance Training und"
posts,97b9cc49-440e-4fb2-b0f5-f4b4f1212eed,value,16,32,26,36,12,valid,False,pending,,,"150 Zentimeter. So viel Bewegungsfläche vor Türen bräuchtest du eigentlich. Für Umbauten im Bestand, bei denen Türen verbreitert oder elektrische Türöffner nachgerüstet werden müss"
posts,5296181f-0adf-427b-a5a7-1a34dc3271bb,value,16,28,26,36,11,valid,False,pending,,,"Dein spontaner Partner hat eine tolle Idee? Für dich bedeutet das leider immer sofort 30 Minuten mehr Planung. Das ist okay, denn so funktioniert euer Gleichgewicht im Alltag."
posts,0ee02bd7-3fc1-43a7-8ce8-11e7be99abac,value,8,16,14,18,6,valid,False,pending,,,"Du kennst das Gefühl, der Ticketautomat ist unerreichbar, doch kostenlose Fahrt gibt es 2026 trotzdem nicht."
posts,ad09acc0-53c7-4116-ae9e-f01d6304dd21,value,16,27,26,36,10,valid,False,pending,,,71.190 Euro. Das ist dein Vermögensfreibetrag in der Eingliederungshilfe Stand 2026. Seit 2025 wurde dieser Freibetrag bereits von 63.630 Euro auf 67.410 Euro angehoben.
posts,3bf25cc6-5045-4389-8746-3a4f3be6c9e3,value,16,26,26,36,10,valid,False,pending,,,"Ausgesetzt? Ja, das KfW 455-B Programm ist 2025 leider futsch. Doch deine Pflegekasse erhöht ab Januar den Zuschuss für Wohnumfeldverbesserungen auf 4.180 Euro pro Person."
posts,da994fff-399e-41c0-aa52-99c7c036060b,value,16,32,26,36,12,valid,False,pending,,,Als Rollstuhlnutzerin kennst du das: Die Auswahl der passenden Inkontinenzhilfsmittel ist entscheidend für deinen Alltag. Von Einlagen bis Pants für hohen Komfort gibt es spezialis
posts,5e81f950-3a06-43c8-a274-4508be595112,value,16,33,26,36,13,valid,False,pending,,,"Du kennst das Gefühl, wenn eine scheinbar kleine Bordsteinkante zum riesigen Hindernis wird. Eine falsche Technik kann dich kippen lassen, doch mit der richtigen Fahrtechnik überwi"
posts,db11361b-bbdd-4e6e-86b3-623d1e606938,value,16,27,26,36,10,valid,False,pending,,,Deine Assistenz macht dich zum Boss – mit allen Arbeitgeberpflichten! Lohnabrechnung und Arbeitsrecht liegen komplett bei dir. Angehörige dürfen so nicht angestellt werden; hier zä
posts,4fb24e75-1c18-4ba0-9bf0-a75bd8f2e76a,value,16,29,26,36,11,valid,False,pending,,,"Die größte Lüge über Assistenzleistungen? Sie wären nur für Pflege. Dabei ermöglichen sie dir dein selbstbestimmtes Leben, ob bei der Arbeit, im Studium, in der Freizeit oder im Ha"
posts,77d60fcf-162f-4dd7-825b-9f8c72b4d767,value,8,18,14,18,7,valid,False,pending,,,"Du kennst dieses Gefühl, wenn eine ""barrierefreie"" Rampe zur gefährlichen Falle wird, weil die DIN Norm ignoriert wird."
posts,c0fb27e5-c557-48b0-b6fe-2e9c4d27cbf1,value,16,33,26,36,13,valid,False,pending,,,"Die größte Lüge über den Ampelknopf: Er macht die Ampel nicht schneller grün. Anlagen können nur taktile, nur akustische oder beide Signaltypen kombiniert verwenden. Die Entscheidu"
posts,deb67ad7-a90f-4c9e-9b29-d8a65cea6d42,value,8,16,14,18,6,valid,False,pending,,,"Als Rollstuhlnutzer kennst du das Gefühl, wenn ein kaputter Aufzug deine Pläne im Jahr 2026 durchkreuzt."
posts,327f13e2-b68d-49a8-a947-087dd2a901e7,value,16,30,26,36,12,valid,False,pending,,,"Auf dem Papier hast du das Recht, mit deinem Elektrorollstuhl zu fliegen. In der Realität musst du IATA-Gefahrgutregeln für Akkus kennen. Ein Lithium-Ionen-Akku über 300 Wattstunde"
posts,82020a10-485a-4cc5-b1c5-b1d07a8a1038,value,8,18,14,18,7,valid,False,pending,,,"Niemand redet darüber, doch deine Fahrprobe entscheidet 2026 oft über deine grundsätzliche Fahreignung, Autofahren mit Behinderung Fahrtests, Umschulung."
posts,cfa0d515-ee23-44f3-8010-7b5e9d211d95,value,8,17,14,18,7,valid,False,pending,,,"Seit Juni 2025 verpflichtet das Barrierefreiheitsstärkungsgesetz (BFSG) die private Tourismuswirtschaft zur digitalen Barrierefreiheit, Seit Dezember 2024 b…."
posts,f52f3799-8eda-4bd1-b0bd-2148b8d0289d,lifestyle,8,17,16,20,7,valid,True,caption_completed,,,"Kleine Wege werden ohne Barrierefreiheit schnell wird leichter, wenn du Wege, Pausen und Hilfe vorher klar planst."
posts,9a068f86-67a9-424d-ab45-5869a0c7f6da,value,16,29,26,36,11,valid,False,pending,,,Zehn Tage – das ist die maximale Wartezeit bei Rollstuhl-Reparaturen. Deine Krankenkasse muss für Instandhaltung sorgen. Selbst die Stromkosten für elektrische Hilfsmittel müssen s
posts,455dd7eb-dc34-404e-b002-dc8ff961caf7,value,16,27,26,36,10,valid,False,pending,,,"Auf dem Papier hast du das Recht auf Kündigungsschutz. In der Realität? Dein besonderer Kündigungsschutz als Schwerbehinderte schützt zwar enorm, aber Risiken wie bei Kleinbetriebe"
posts,19d1c4c2-96a6-4f64-b9ca-667b208d28a0,value,8,14,14,18,5,valid,False,pending,,,"Sorry, aber ungefragtes Anfassen deines Rollstuhls ist ein massiver Übergriff, der deine Autonomie ignoriert."
posts,2ec91046-3252-41f1-bece-c98ed57a34aa,value,16,13,26,36,5,needs_repair,False,pending,needs_repair,,"Physio und Ergo, dasselbe, Stimmt nicht, Ergotherapie versus Physiotherapie, Es beleuchtet die g…."
posts,85139583-5b3f-4ec4-bc64-f7fc90204a6d,value,16,12,26,36,5,needs_repair,False,pending,needs_repair,,"Dein Recht auf vollen Ersatz für deinen Rollstuhl nach Flugschaden, Oft Fehlanzeige."
posts,239e7f85-cba8-41f5-8c7f-5a5466a6ff37,value,16,26,26,36,10,valid,False,pending,,,"Du kennst Rollstuhlbasketball, aber hast du schon mal von Murderball gehört? Deutscher Rollstuhl-Sportverband e.V. Sport-Thieme - Weißt du, welche Sportarten es für Rollstuhlfahrer"
posts,0f64027c-98a1-4b95-914e-7ddc0c0a15ec,value,16,31,26,36,12,valid,False,pending,,,"Du kennst dieses Gefühl, wenn du im Supermarkt stehst und gleichzeitig Rollstuhl sowie Einkaufswagen manövrieren musst. Diese sogenannten Tricks, wie abwechselndes Schieben, sind l"
posts,2b30252c-1386-44ee-9249-445aa822ac16,value,16,26,26,36,10,valid,False,pending,,,"Du nutzt deine Armkraft täglich. Dein Aktivrollstuhl muss so exakt passen, dass er fast ein Teil von dir ist. Sonst riskierst du Druckstellen und weniger Mobilität."
posts,fbf19e8e-f522-4ae8-87cc-ff7cc994ab06,value,8,17,14,18,7,valid,False,pending,,,"Niemand redet darüber, doch der Einkaufswagen ist für Rollstuhlnutzende immer noch unbedienbar, das BFSG hilft 2026 kaum."
posts,7288048c-d1be-4b1e-801c-594da76e5941,value,8,16,14,18,6,valid,False,pending,,,"Dein Recht auf einen barrierefreien Haupteingang steht fest, doch 2026 findest du oft nur versteckte Nebeneingänge."
posts,c786fdab-a3c3-46a0-bb5c-456d8d4b521b,value,16,29,26,36,11,valid,False,pending,,,"Die größte Lüge über digitale Barrierefreiheit bei Behörden? Sie existiert überall. Gesetze wie die BITV 2.0 gelten seit 2025 für dich, doch dein Feedback läuft oft ins Leere."
posts,a9a5d6ea-99fe-4782-a8c9-a485b8f23c42,value,16,31,26,36,12,valid,False,pending,,,"Auf dem Papier hast du das Recht auf Barrierefreiheit. Doch in der Realität werden selbst kleinste Höhenunterschiede zur unsichtbaren Mauer, trotz gesetzlicher Verankerung wie DIN "
posts,19d08e82-a88c-48ee-800b-4e333f0fa522,value,16,36,26,36,14,valid,False,pending,,,"Die größte Lüge über ein barrierefreies Bad ist, dass du immer eine Großbaustelle brauchst. Einfache Hilfsmittel wie Haltegriffe und Duschhocker von Sanitätshaus Beuthel machen dei"
posts,cb3abbfa-ac3b-45d0-8c95-ba0718979165,value,16,26,26,36,10,valid,False,pending,,,"Fast alle denken, dein Rollstuhl ist bei Flugreisen voll versichert. Falsch! Bei der Bahn bist du dank EU-Verordnung 2021/782 allerdings komplett geschützt und erhältst Ersatz."
posts,de5fa8a0-f772-4d1c-ae75-50c45e8d99b1,value,8,15,14,18,6,valid,False,pending,,,"Dein Einkaufswagen rollt weg, Mechanik und physikalische Grundlagen, Wenn jeder Einkaufswagen über eine individuelle Feststellbremse…."
posts,c620350d-7764-4adc-9dbb-043f53f2577f,value,16,27,26,36,10,valid,False,pending,,,Auf dem Papier hast du das Recht. In der Realität? Ein einfacher Kieselstein oder Unebenheiten machen vermeintlich barrierefreie Wege unpassierbar und können deinen Rollstuhl zum K
posts,695f07b7-ffb3-45d9-b453-dcc55e3ebfe9,value,16,26,26,36,10,valid,False,pending,,,Dein E Rollstuhl Akku ist leer? Laden ist reine Kulanz des Betreibers wegen Haftungsangst und Kosten. Ein kurzes Nachladen für den Heimweg wird aber oft geduldet.
posts,ef42c9d9-759e-451a-9507-36530e9e86ba,value,16,35,26,36,13,valid,False,pending,,,"Du kennst dieses Gefühl, wenn dein Rollstuhl unterwegs plötzlich quietscht oder wackelt? Ein schneller Helfer in 10 mm, 13 mm oder 19 mm zieht die meisten Schraubverbindungen fix f"
posts,cb3c0dc0-c88a-4ec5-9416-f2bf248513be,value,8,16,14,18,6,valid,False,pending,,,"Niemand redet darüber, aber der Antrag auf deinen Schwerbehindertenausweis ist 2026 komplexer und voller neuer Regeln."
posts,19272c3e-9e01-4295-bffa-ebd36c7274d4,value,16,12,26,36,5,needs_repair,False,pending,needs_repair,,"Homeoffice beseitigt physische Barrieren, schafft aber neue digitale Hürden für deine Assistenzsoftware."
posts,c0b03b9c-612a-41f3-9aca-908318ac86b4,value,16,36,26,36,14,valid,False,pending,,,"Die größte Lüge über ein barrierefreies Bad ist, dass du immer eine Großbaustelle brauchst. Einfache Hilfsmittel wie Haltegriffe und Duschhocker von Sanitätshaus Beuthel machen dei"
posts,6a0eabf9-174a-4426-a9f1-a72349351bc5,value,8,17,14,18,7,valid,False,pending,,,"Die größte Lüge über dein Arbeitgebermodell, Arbeitgebermodell einfach erklärt, Dass ein Handschlag 2026 für deine Assistenz genügt."
posts,cf1d1ab3-15d0-4de2-81e5-4964c1973d99,value,16,30,26,36,12,valid,False,pending,,,"Niemand redet darüber, wie Pannenspray den Schlauch deines Rollstuhls verkleben kann. Eine temporäre Reparatur ist schnell, doch sie erschwert die nötige dauerhafte Reparatur oder "
posts,f63506c5-d777-4fed-915b-f141252baf19,value,16,16,26,36,6,needs_repair,False,pending,needs_repair,,"Fast alle denken, Raucharomen sind harmlos, aber die EU verbietet sie wegen Genotoxizität ab Juli 2026."
posts,790bea08-460a-43d7-b5a3-454e3aa553e9,value,16,12,26,36,5,needs_repair,False,pending,needs_repair,,"Dein Rollstuhl muss oft zum Sprengstoff-Wischtest, Die Faktenlag…, Rechtliche Grundlagen und Fluggastrechte."
posts,c3c93a2d-247c-491e-a5a6-92c37a6af4d8,value,16,31,26,36,12,valid,False,pending,,,"Du kennst dieses Gefühl, wenn du unerwünschte Hilfe höflich ablehnen willst und es awkward wird. Der 5 Sekunden Trick verschafft dir die nötige Bedenkzeit für eine selbstbestimmte "
posts,737af538-9e5a-4487-ba21-abffe6a0bd89,value,16,28,26,36,11,valid,False,pending,,,Das ist dein absolutes Grundmaß am Arbeitsplatz. Nach ASR V3a.2 ist dieser Rangierbereich für Rollstuhlnutzende zwingend. Dein Schreibtisch muss sich von 65 bis 125 cm verstellen l
posts,bbed04df-fca6-4667-ab95-e2bde802fb53,value,16,32,26,36,12,valid,False,pending,,,"Fast alle denken, Rollstuhlbasketball sei schwer zu verfolgen — stimmt aber nicht. Die RBBL1 Saison 2025/2026 startet mit packenden Teams und Spieltagen. Verfolge alles ganz einfac"
posts,2376960a-a80f-4075-98b8-8a2b4d5d8c4f,value,16,32,26,36,12,valid,False,pending,,,"Fast alle denken, Rollstuhlbasketball sei schwer zu verfolgen — stimmt aber nicht. Die RBBL1 Saison 2025/2026 startet mit packenden Teams und Spieltagen. Verfolge alles ganz einfac"
posts,2a230012-7e03-45e7-8ece-6ccdf08cd7fc,value,8,16,14,18,6,valid,False,pending,,,"Fast alle denken, Energie ist unendlich, aber deine Löffel sind es im Rollstuhl Alltag schlichtweg nicht."
posts,f4d669ee-c913-416d-ad17-95deecb3e8d2,value,16,32,26,36,12,valid,False,pending,,,"Niemand redet darüber, aber viele barrierefreie Toiletten sind zweckentfremdet. Das macht für dich das Übersetzen vom Rollstuhl unmöglich und führt zu akuten Notsituationen, weil d"
posts,75f68fad-af0f-40d0-a92d-498875be2124,value,16,33,26,36,13,valid,False,pending,,,Deine Bewegungsfreiheit im Bad? Laut DIN 18040 2 braucht ein Rollstuhl 150 auf 150 Zentimeter vor der Wanne! Eine rutschhemmende Oberfläche und nachrüstbare Griffe an den Wänden si
posts,d2c3334d-74fd-4ab3-bfe5-566a18f298c2,value,8,16,14,18,6,valid,False,pending,,,"Die größte Lüge ist, deine Schulter schafft jede Rampe; doch zwei Drittel aller Nutzer bekommen Risse."
posts,f0fae2a0-8c39-40c0-ae6a-5fdef3eda45d,value,16,14,26,36,5,needs_repair,False,pending,needs_repair,,"Dein Recht auf Beförderung ist Gesetz, doch was machst du, wenn die Rampe fehlt."
posts,7100902c-f104-4855-832c-70f635af347a,value,16,12,26,36,5,needs_repair,False,pending,needs_repair,,"Europäische Konzepte scheitern oft an kaputten Aufzügen oder ungeschultem Personal, Theoretisch barrierefrei."
